broad_genre,danceability_energy_corr,danceability_valence_corr,danceability_tempo_corr,danceability_popularity_corr,energy_valence_corr,energy_tempo_corr,energy_popularity_corr,valence_tempo_corr,valence_popularity_corr,tempo_popularity_corr,avg_danceability_x,avg_energy_x,avg_valence_x,avg_tempo_x,avg_popularity,avg_danceability_y,avg_energy_y,avg_valence_y,avg_tempo_y,avg_spotify_track_popularity
blues,0.08068068332919817,0.5082232560657475,-0.18300066061807105,0.08651614920327352,0.4472602286478412,0.17457700764450929,-0.030763536385710097,0.15223782596486662,-0.09067485884211017,-0.021350956882310455,0.5622545454545455,0.5379103787878787,0.6943310606060605,119.43777121212122,23.329811320754718,0.5622545454545455,0.5379103787878787,0.6943310606060605,119.43777121212122,23.329811320754718
classical,0.6860947896806481,0.6866831180557192,-0.09194872723763972,-0.08323722467759236,0.7639720604098799,-0.05813326002968172,-0.04438040819885907,0.13644540406604624,-0.06752077245574746,0.009079593073992363,0.49296875,0.4388125,0.5540625,113.88128124999999,40.78125,0.49296875,0.4388125,0.5540625,113.88128124999999,40.78125
comedy,-0.007757181408102425,0.5305668247273829,-0.1957611976112536,0.11314192359768141,0.13894450434713884,0.02085528215739158,0.32530268434483045,0.14370166893424624,-0.06592209767946638,0.06248841518727461,0.5946197183098592,0.6371338028169014,0.6700845070422534,126.61484507042252,33.88732394366197,0.5946197183098592,0.6371338028169014,0.6700845070422534,126.61484507042252,33.88732394366197
country,0.19105945335126262,0.4778680073800162,-0.18523820979570726,0.10087675406718236,0.4308418762107045,0.23300164057266715,0.3450333904577199,0.10606731266215695,-0.01955403742900719,0.07734001300942417,0.5628980375426621,0.6169367747440273,0.5552132252559726,122.13747056313994,45.15571672354949,0.5628980375426621,0.6169367747440273,0.5552132252559726,122.13747056313994,45.15571672354949
dance,0.3524699544715737,0.5725527587141777,-0.1997311361110117,0.09786679447104586,0.48476687794674644,0.10662164830566816,0.0613835051336407,0.042280484202972604,-0.04416591411782506,-0.03800992459173656,0.6459152872444012,0.6406421129503408,0.6969075462512172,119.05523417721518,35.48344693281402,0.6459152872444012,0.6406421129503408,0.6969075462512172,119.05523417721518,35.48344693281402
easy listening,0.34101448944365775,0.6008724097307179,-0.07196595531053368,0.11128437216776445,0.5563632243812959,0.2329085320616861,0.09072088346882452,0.17523361448910255,-0.01556489622051759,0.022646502869467094,0.5450442247658688,0.5513298647242455,0.6204020464793617,119.17280523759973,34.64547973675095,0.5450442247658688,0.5513298647242455,0.6204020464793617,119.17280523759973,34.64547973675095
electronic,0.11769887999152857,0.37361326696599007,-0.2625217921446775,0.10638372750595099,0.09847543144561714,0.10675820057232477,0.2645843818831696,-0.04226426756976101,-0.21126465877360434,-0.06646213108757829,0.6852803738317756,0.7203179439252336,0.640802429906542,120.35012149532709,46.433644859813086,0.6852803738317756,0.7203179439252336,0.640802429906542,120.35012149532709,46.433644859813086
folk,0.24094299930821705,0.5286272460675413,-0.1355165260094819,0.022834422852851997,0.5612197418495602,0.15635871211402833,-0.0014732525372219516,0.1714905543735857,-0.09413821383677654,-0.03816980645668847,0.5548803088803088,0.5200279536679536,0.6197559073359074,119.88395444015445,35.132716049382715,0.5548803088803088,0.5200279536679536,0.6197559073359074,119.88395444015445,35.132716049382715
funk,0.2995894145271179,0.441949118580678,-0.24894978138447826,0.17704479264853296,0.43491084847631206,0.05883474382673544,-0.004484870880100784,0.031615020279778666,-0.13222748540347068,-0.05740099787712236,0.6467769028871391,0.6009041994750656,0.6964712335958004,117.02344566929133,35.69428421604614,0.6467769028871391,0.6009041994750656,0.6964712335958004,117.02344566929133,35.69428421604614
hip hop,-0.1427183964059429,0.2338074069154429,-0.0916439859976682,0.05791699857027493,0.27429896690869376,0.032965516146884116,-0.07860710210703521,-0.06809643155389832,-0.24256184691406843,0.11532944023894359,0.7186221765913756,0.6531474039307714,0.5183587268993839,119.44873129950133,58.785984297760976,0.7186221765913756,0.6531474039307714,0.5183587268993839,119.44873129950133,58.785984297760976
holiday,0.3600759952628346,0.452970424522466,0.09785538525576395,0.0711347516938355,0.6794556880645611,0.3030370424083229,0.264028815220515,0.3657009975181336,0.007663559516000085,0.314197073483339,0.540974358974359,0.565655923076923,0.7442410256410256,125.34633333333335,20.333333333333332,0.540974358974359,0.565655923076923,0.7442410256410256,125.34633333333335,20.333333333333332
indie,-0.15887793458188096,0.38160528539292693,-0.31792318198092573,0.14829480452623384,0.2722943042093306,0.16172679571396392,0.03286454369052154,0.0012499064233115298,-0.25593478009283505,-0.0474697410289006,0.5798309352517985,0.6597122302158273,0.6103705035971223,121.34798920863308,42.14028776978417,0.5798309352517985,0.6597122302158273,0.6103705035971223,121.34798920863308,42.14028776978417
jazz,0.46469156013706725,0.7205258871468486,-0.04711724536005783,0.1919822924779645,0.6514786653387428,0.17459997153436058,0.05088019454086497,0.18388360477762994,0.04831597110862068,-0.008071872269096718,0.556577287066246,0.49757276550998947,0.6072868559411146,115.34778023133543,30.188025210084035,0.556577287066246,0.49757276550998947,0.6072868559411146,115.34778023133543,30.188025210084035
latin,0.04596398634783864,0.3422410834826675,-0.16866017455414842,0.1392221498482946,0.25512447239137986,0.12433509594673112,0.22686165000944009,0.08532189619393854,-0.1479364247635964,-0.05314948292798247,0.6850594965675056,0.718162471395881,0.6014425629290617,119.69274370709383,58.40732265446224,0.6850594965675056,0.718162471395881,0.6014425629290617,119.69274370709383,58.40732265446224
metal,-0.0406743517651381,0.4586210783327018,-0.32712089558490876,-0.033022249325906756,0.16953495403504745,0.14113770424300046,0.12331658901461803,0.030654928723712033,-0.16027534649528635,-0.019159027808611652,0.4987321652065081,0.775525657071339,0.4898755944931164,125.6593604505632,54.196495619524406,0.4987321652065081,0.775525657071339,0.4898755944931164,125.6593604505632,54.196495619524406
other,0.34008141337913084,0.5209592384090374,-0.1278562015243317,0.09556742769490659,0.3930526383449051,0.11617260579991052,0.029561586008447455,0.1043911265788097,-0.16144444976920483,-0.10780594131860015,0.5761032863849765,0.6098028169014084,0.5818117370892019,121.19321596244131,26.813084112149532,0.5761032863849765,0.6098028169014084,0.5818117370892019,121.19321596244131,26.813084112149532
pop,0.22290296209209395,0.33745400439255385,-0.13447446591919932,0.2419464162097024,0.3578824744050853,0.1525569505966927,0.1686333205360625,0.06751123004727921,-0.2354683538260676,0.012444649205371815,0.6046312672399805,0.6250706311861107,0.588645237708908,120.43510165503814,44.76453464866176,0.6046312672399805,0.6250706311861107,0.588645237708908,120.43510165503814,44.76453464866176
r&b,0.313783498167762,0.41554213842155635,-0.16885535347513891,0.2171346280702138,0.4369426768193623,0.0864319761524576,0.06889458555389176,0.07356011299398939,-0.2307041032074768,-0.03908341430188006,0.6164842890809111,0.5829843479968578,0.642856068342498,117.10965102120974,36.50078431372549,0.6164842890809111,0.5829843479968578,0.642856068342498,117.10965102120974,36.50078431372549
reggae,-0.053012710182019786,0.34683851786971215,-0.17821120200203122,0.1461651984577151,0.13631283451644732,-0.021498082552344536,0.22499355170527166,0.04345312274967186,-0.07483777580096662,0.011756658169376316,0.7347391304347827,0.6807445652173914,0.668170652173913,118.10163043478259,55.05434782608695,0.7347391304347827,0.6807445652173914,0.668170652173913,118.10163043478259,55.05434782608695
regional mexican,0.38955869319605885,0.785019103093748,0.07550343635459855,-0.10816550486482206,0.03954441771416838,-0.04624699952580786,-0.2213942585759858,-0.1109464276712777,-0.22753549534714115,-0.22633765266638262,0.7117692307692306,0.6656923076923076,0.6439999999999999,104.59284615384614,41.69230769230769,0.7117692307692306,0.6656923076923076,0.6439999999999999,104.59284615384614,41.69230769230769
rock,0.14069883108266512,0.5086945550784687,-0.1780841505175021,0.026902655750785202,0.3607947971630763,0.2014754516296565,0.17883049134706144,0.10579889474716951,-0.14500446143602305,0.019372761631370965,0.5579023317201935,0.6236926638803343,0.6265081060272767,121.83927826660802,39.156686078452914,0.5579023317201935,0.6236926638803343,0.6265081060272767,121.83927826660802,39.156686078452914
ska,-0.31978093419332326,0.484113651425785,-0.5662020823707797,0.10162344622385097,0.05864806905562108,0.40572410961476235,0.4708565257312222,-0.11279710420289213,0.1470500881618993,0.095784638248246,0.5787096774193548,0.7380967741935484,0.6651290322580644,131.42035483870967,48.38709677419355,0.5787096774193548,0.7380967741935484,0.6651290322580644,131.42035483870967,48.38709677419355
soul,0.3092304044417719,0.486691303746796,-0.20057933488605537,0.19836669603683743,0.47873718023472245,0.05515259245192727,0.05021246569922129,0.08076606472017014,-0.10338396901215122,-0.04018415344496932,0.6076066024759283,0.5588225859697387,0.6749775790921595,117.37347895460799,31.930200604561694,0.6076066024759283,0.5588225859697387,0.6749775790921595,117.37347895460799,31.930200604561694
soundtrack,0.5232089315442324,0.6862797015925405,-0.035364927748372056,0.05491881438595726,0.5060613130764282,0.23655397922110044,0.1631321436666308,0.15037512076514836,-0.12466817724454442,0.1425409689122891,0.5356472222222222,0.5884480555555556,0.5041502777777778,120.23500833333334,42.111111111111114,0.5356472222222222,0.5884480555555556,0.5041502777777778,120.23500833333334,42.111111111111114
